Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	PCR Ribotype	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number	No. N's	Assembly Barcode	Version
CLO_BA9516AA	CD-16-00425	ERR3473812;ILLUMINA;Paired;121;ERX3495454;SRA	Human	Human	Homo sapiens; stool sample	2010				Europe	Germany							Leibniz Institute DSMZ	11		PRJEB33868	ERP116699	SAMEA5849424	ERS3637953	2020-02-03	2020-01-31	CLO_BA9516AA	Assembled	145	235970	4121606	Clostridioides difficile;97.78%	72	27183	CLO_DA8031AA_AS	4.1
CLO_CA1916AA	SMG-20-894	traces-0JUiXkl;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	11						2020-06-16	2020-06-16	CLO_CA1916AA	Assembled	146	283259	4386601	Clostridioides difficile;95.83%	46	43028	CLO_EA4457AA_AS	4.1
CLO_CA2008AA	SMG-20-1152	traces-0WSNcQP;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	11						2020-07-13	2020-07-13	CLO_CA2008AA	Assembled	96	262841	4444385	Clostridioides difficile;92.6%	49	75060	CLO_EA4815AA_AS	4.1
CLO_CA2622AA	SMG-20-1338	traces-0oGaUgI;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	11						2020-08-24	2020-08-24	CLO_CA2622AA	Assembled	179	256994	4280948	Clostridioides difficile;100.0%	62	18757	CLO_EA5876AA_AS	4.1
CLO_CA2624AA	SMG-20-1339	traces-0RsthNq;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	11						2020-08-24	2020-08-24	CLO_CA2624AA	Assembled	193	236619	4151158	Clostridioides difficile;100.0%	70	6840	CLO_EA5878AA_AS	4.1
CLO_CA2811AA	SIRN_HT-021	traces-0slozKW;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	11						2020-09-14	2020-09-14	CLO_CA2811AA	Assembled	112	417696	4303385	Clostridioides difficile;100.0%	48	6014	CLO_EA5992AA_AS	4.1
CLO_CA2884AA	SIRN_HT-020	traces-0KnUlEt;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	11						2020-09-15	2020-09-15	CLO_CA2884AA	Assembled	86	290719	4144936	Clostridioides difficile;100.0%	62	8010	CLO_EA6066AA_AS	4.1
CLO_CA7496AA	SMG-21-1548	traces-0psMWJJ;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	8			Europe	United Kingdom	Scotland						SSSCDRL	11						2021-09-06	2021-09-06	CLO_CA7496AA	Assembled	82	283928	4243682	Clostridioides difficile;100.0%	39	6070	CLO_FA2489AA_AS	4.1
CLO_CA7505AA	SMG-21-1608	traces-0SaXNXr;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	8			Europe	United Kingdom	Scotland						SSSCDRL	11						2021-09-07	2021-09-07	CLO_CA7505AA	Assembled	85	241601	4024763	Clostridioides difficile;100.0%	52	6881	CLO_FA2498AA_AS	4.1
CLO_CA7612AA	SMG-21-1775	traces-0KnqzMT;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	9			Europe	United Kingdom	Scotland						SSSCDRL	11						2021-10-11	2021-10-11	CLO_CA7612AA	Assembled	111	180723	4416625	Clostridioides difficile;94.36%	129	46666	CLO_FA2614AA_AS	4.1
CLO_CA8155AA	SMG-21-2311	traces-0ZBCRUW;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	12			Europe	United Kingdom	Scotland						SSSCDRL	11						2022-01-05	2022-01-05	CLO_CA8155AA	Assembled	195	277090	4167679	Clostridioides difficile;96.0%	50	55175	CLO_FA3283AA_AS	4.1
CLO_CA8350AA	SMG-22-160	traces-0KqGaHV;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	1			Europe	United Kingdom	Scotland						SSSCDRL	11						2022-02-04	2022-02-04	CLO_CA8350AA	Assembled	62	213729	4384867	Clostridioides difficile;97.87%	88	56547	CLO_FA3423AA_AS	4.1
CLO_CA8464AA	SMG-22-313	traces-0YCrJVU;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	2			Europe	United Kingdom	Scotland						SSSCDRL	11						2022-03-07	2022-03-07	CLO_CA8464AA	Assembled	152	278631	4056115	Clostridioides difficile;100.0%	56	6110	CLO_FA3531AA_AS	4.1
CLO_AA0529AA	CD105HS16	ERR833672;ILLUMINA;Paired;250;ERX913762;SRA	Environment	Soil/Dust						Europe	United Kingdom							KEMRI-Wellcome Trust Research Programme	10		PRJEB8943	ERP009985	SAMEA3312067	ERS688201	2016-01-07	2015-08-28	CLO_AA0529AA	Assembled	166	397743	4199411	Clostridioides difficile;73.34%	86	1388	CLO_AA0229AA_AS	3.32
CLO_AA0535AA	CD105HS9	ERR833666;ILLUMINA;Paired;250;ERX913756;SRA	Environment	Soil/Dust						Europe	United Kingdom							KEMRI-Wellcome Trust Research Programme	10		PRJEB8943	ERP009985	SAMEA3312063	ERS688197	2016-01-07	2015-08-28	CLO_AA0535AA	Assembled	125	397918	4197651	Clostridioides difficile;75.0%	73	1323	CLO_AA0235AA_AS	3.32
CLO_AA3435AA	C00005172	ERR126287;ILLUMINA;Paired;207;ERX102436;SRA								Europe	United Kingdom							University of Oxford	10		PRJEB3010	ERP001417	SAMEA1487093	ERS139412	2016-07-29	2012-08-28	CLO_AA3435AA	Assembled	80	376109	4202120	Clostridioides difficile;70.09%	88	1847	CLO_AA4585AA_AS	3.51
CLO_AA4563AA	CD-15-01025	traces-0HJaPKa;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens					Europe	Germany							Leibniz Institute DSMZ	10						2016-09-06	2019-03-07	CLO_AA4563AA	Assembled	98	522590	4176430	Clostridioides difficile;75.0%	77	1622	CLO_AA7385AA_AS	3.51
CLO_BA8352AA	MetNew2	ERR3611151;ILLUMINA;Paired;300;ERX3606602;SRA								Europe	Czechia							Wageningen University	10		PRJEB24167	ERP105976	SAMEA6109564	ERS3910238	2019-11-18	2019-11-17	CLO_BA8352AA	Assembled	406	537062	4198860	Clostridioides difficile;91.89%	69	58028	CLO_DA4907AA_AS	4.1
CLO_BA8354AA	IB149 (040R)	ERR2232537;ILLUMINA;Paired;360;ERX2285844;SRA	Companion Animal	Canine	Canis lupus familiaris	2010				Europe	Netherlands							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451104	ERS2069046	2019-11-18	2019-11-17	CLO_BA8354AA	Assembled	433	677554	4228366	Clostridioides difficile;91.43%	66	48669	CLO_DA4912AA_AS	4.1
CLO_BA8355AA	IB148 (039R)	ERR2232536;ILLUMINA;Paired;360;ERX2285843;SRA	Companion Animal	Canine	Canis lupus familiaris	2010				Europe	Netherlands							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451103	ERS2069045	2019-11-18	2019-11-17	CLO_BA8355AA	Assembled	367	677536	4228814	Clostridioides difficile;91.67%	68	49671	CLO_DA4904AA_AS	4.1
CLO_BA8356AA	IB147 (038R)	ERR2232535;ILLUMINA;Paired;360;ERX2285842;SRA	Companion Animal	Canine	Canis lupus familiaris	2010				Europe	Netherlands							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451102	ERS2069044	2019-11-18	2019-11-17	CLO_BA8356AA	Assembled	417	648698	4241568	Clostridioides difficile;92.11%	75	56964	CLO_DA4903AA_AS	4.1
CLO_BA8357AA	IB145 (037R)	ERR2232534;ILLUMINA;Paired;360;ERX2285841;SRA	Companion Animal	Canine	Canis lupus familiaris	2013				Europe	Spain							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451101	ERS2069043	2019-11-18	2019-11-17	CLO_BA8357AA	Assembled	507	651476	4227894	Clostridioides difficile;91.89%	73	57742	CLO_DA4911AA_AS	4.1
CLO_BA8358AA	IB146 (036R)	ERR2232533;ILLUMINA;Paired;360;ERX2285840;SRA	Companion Animal	Canine	Canis lupus familiaris	2013				Europe	Spain							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451100	ERS2069042	2019-11-18	2019-11-17	CLO_BA8358AA	Assembled	398	536518	4227278	Clostridioides difficile;91.89%	74	57737	CLO_DA4901AA_AS	4.1
CLO_BA8359AA	IB143 (035R)	ERR2232532;ILLUMINA;Paired;360;ERX2285839;SRA	Companion Animal	Canine	Canis lupus familiaris	2013				Europe	Spain							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451099	ERS2069041	2019-11-18	2019-11-17	CLO_BA8359AA	Assembled	367	651364	4228682	Clostridioides difficile;89.74%	75	57191	CLO_DA4900AA_AS	4.1
CLO_BA8360AA	IB144 (034R)	ERR2232531;ILLUMINA;Paired;360;ERX2285838;SRA	Companion Animal	Canine	Canis lupus familiaris	2013				Europe	Spain							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451098	ERS2069040	2019-11-18	2019-11-17	CLO_BA8360AA	Assembled	564	651442	4228757	Clostridioides difficile;89.47%	74	26545	CLO_DA4899AA_AS	4.1
CLO_BA8361AA	IB142 (033S)	ERR2232530;ILLUMINA;Paired;360;ERX2285837;SRA	Human	Human	Homo sapiens	2006				Europe	Netherlands							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451097	ERS2069039	2019-11-18	2019-11-17	CLO_BA8361AA	Assembled	354	639896	4454247	Clostridioides difficile;90.91%	42	14366	CLO_DA4898AA_AS	4.1
CLO_BA8362AA	IB141 (032S)	ERR2232529;ILLUMINA;Paired;360;ERX2285836;SRA	Human	Human	Homo sapiens	2006				Europe	Netherlands							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451096	ERS2069038	2019-11-18	2019-11-17	CLO_BA8362AA	Assembled	431	533055	4163844	Clostridioides difficile;100.0%	59	7437	CLO_DA4897AA_AS	4.1
CLO_BA8363AA	IB140 (031S)	ERR2232528;ILLUMINA;Paired;360;ERX2285835;SRA	Human	Human	Homo sapiens	2011				Europe	Netherlands							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451095	ERS2069037	2019-11-18	2019-11-17	CLO_BA8363AA	Assembled	651	786379	4017870	Clostridioides difficile;100.0%	31	6517	CLO_DA4896AA_AS	4.1
CLO_BA8364AA	IB139 (030S)	ERR2232527;ILLUMINA;Paired;360;ERX2285834;SRA	Human	Human	Homo sapiens	2010				Europe	Netherlands							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451094	ERS2069036	2019-11-18	2019-11-17	CLO_BA8364AA	Assembled	429	651523	4079202	Clostridioides difficile;100.0%	31	5486	CLO_DA4895AA_AS	4.1
CLO_BA8365AA	IB138 (029R)	ERR2232526;ILLUMINA;Paired;360;ERX2285833;SRA	Human	Human	Homo sapiens	2014				Europe	Netherlands							Wageningen University	10		PRJEB24167	ERP105976	SAMEA104451093	ERS2069035	2019-11-18	2019-11-17	CLO_BA8365AA	Assembled	373	648691	4234319	Clostridioides difficile;91.17%	76	49454	CLO_DA4894AA_AS	4.1
CLO_BA9289AA	MTZR-non-plasmid	ERR3772426;ILLUMINA;Paired;300;ERX3774175;SRA																Wageningen University	10		PRJEB24167	ERP105976	SAMEA6428803	ERS4195007	2019-12-24	2019-12-20	CLO_BA9289AA	Assembled	468	537227	4152404	Clostridioides difficile;93.55%	56	40734	CLO_DA7308AA_AS	4.1
CLO_BA9539AA	CD-16-00493	ERR3473789;ILLUMINA;Paired;150;ERX3495431;SRA	Human	Human	Homo sapiens; stool sample	2008				Europe	Germany							Leibniz Institute DSMZ	10		PRJEB33868	ERP116699	SAMEA5849441	ERS3637970	2020-02-03	2020-01-31	CLO_BA9539AA	Assembled	26	85846	4205664	Clostridioides difficile;96.73%	142	38214	CLO_DA8008AA_AS	4.1
CLO_BA9885AA	CD-15-00958	ERR3465507;ILLUMINA;Paired;150;ERX3487185;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	10		PRJEB33779	ERP116599	SAMEA5843103	ERS3631650	2020-02-03	2020-01-31	CLO_BA9885AA	Assembled	170	252748	4118805	Clostridioides difficile;90.0%	72	7403	CLO_DA7661AA_AS	4.1
CLO_BA9985AA	CD-15-00716	ERR3465407;ILLUMINA;Paired;118;ERX3487085;SRA	Human	Human	Homo sapiens; stool sample	2013				Europe	Germany							Leibniz Institute DSMZ	10		PRJEB33779	ERP116599	SAMEA5843171	ERS3631718	2020-02-03	2020-01-31	CLO_BA9985AA	Assembled	189	307946	4240653	Clostridioides difficile;95.65%	76	11107	CLO_DA7561AA_AS	4.1
CLO_CA1822AA	SMG-20-806	traces-0wGfclH;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	10						2020-05-14	2020-05-14	CLO_CA1822AA	Assembled	87	141007	3877184	Clostridioides difficile;100.0%	78	8238	CLO_EA4238AA_AS	4.1
CLO_CA1827AA	SMG-20-799	traces-0xnOJMM;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	5			Europe	United Kingdom	Scotland						SSSCDRL	10						2020-05-14	2020-05-14	CLO_CA1827AA	Assembled	152	398024	4059994	Clostridioides difficile;100.0%	50	5660	CLO_EA4243AA_AS	4.1
CLO_CA1961AA	SMG-20-1131	traces-0gXjHgp;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	5			Europe	United Kingdom	Scotland						SSSCDRL	10						2020-07-10	2020-07-10	CLO_CA1961AA	Assembled	187	684602	4060151	Clostridioides difficile;100.0%	36	5602	CLO_EA4668AA_AS	4.1
CLO_CA2994AA	GSK211_S46	traces-0BmulXw;ILLUMINA;Paired;;NA;Uploaded				2007				Europe	Romania							ExpBac MM LUMC	10	0.25 MIC					2020-09-16	2020-09-16	CLO_CA2994AA	Assembled	202	520164	4112423	Clostridioides difficile;100.0%	33	10321	CLO_EA6185AA_AS	4.1
CLO_CA2995AA	GSK22bis_S3	traces-0vZkrra;ILLUMINA;Paired;;NA;Uploaded				2015				Europe	United Kingdom							ExpBac MM LUMC	10	0.125 MIC					2020-09-16	2020-09-16	CLO_CA2995AA	Assembled	122	435403	4257689	Clostridioides difficile;95.25%	74	62401	CLO_EA6186AA_AS	4.1
CLO_CA2996AA	GSK241_S76	traces-0jUYXId;ILLUMINA;Paired;;NA;Uploaded				2006				Europe	France							ExpBac MM LUMC	10	4 MIC					2020-09-16	2020-09-16	CLO_CA2996AA	Assembled	188	536527	4187091	Clostridioides difficile;85.71%	63	60809	CLO_EA6187AA_AS	4.1
CLO_CA2997AA	GSK242new_S6	traces-0vQxMSd;ILLUMINA;Paired;;NA;Uploaded				2006				Europe	France							ExpBac MM LUMC	10	4 MIC					2020-09-16	2020-09-16	CLO_CA2997AA	Assembled	166	677607	4222521	Clostridioides difficile;88.56%	72	60803	CLO_EA6188AA_AS	4.1
CLO_CA2998AA	GSK246_S81	traces-0atmjra;ILLUMINA;Paired;;NA;Uploaded				2015				Europe	France							ExpBac MM LUMC	10	0.5 MIC					2020-09-16	2020-09-16	CLO_CA2998AA	Assembled	167	393709	4203457	Clostridioides difficile;94.59%	71	75583	CLO_EA6189AA_AS	4.1
CLO_CA2999AA	GSK313_S9	traces-0QEvpCg;ILLUMINA;Paired;;NA;Uploaded				2015				Europe	Spain							ExpBac MM LUMC	10	4 MIC					2020-09-16	2020-09-16	CLO_CA2999AA	Assembled	163	240875	4214480	Clostridioides difficile;95.12%	75	79815	CLO_EA6190AA_AS	4.1
CLO_CA3000AA	103099-001-029	traces-0jFvOyL;ILLUMINA;Paired;;NA;Uploaded				2014				Europe	Netherlands							ExpBac MM LUMC	10	>8 MIC					2020-09-16	2020-09-16	CLO_CA3000AA	Assembled	373	648691	4233685	Clostridioides difficile;91.43%	75	49515	CLO_EA6191AA_AS	4.1
CLO_CA3001AA	103099-001-030	traces-0wEiKsJ;ILLUMINA;Paired;;NA;Uploaded				2007				Europe	Netherlands							ExpBac MM LUMC	10	1 MIC					2020-09-16	2020-09-16	CLO_CA3001AA	Assembled	429	835831	4079572	Clostridioides difficile;100.0%	31	6335	CLO_EA6192AA_AS	4.1
CLO_CA3002AA	103099-001-031	traces-0RtWvyB;ILLUMINA;Paired;;NA;Uploaded				2011				Europe	Netherlands							ExpBac MM LUMC	10	0.25 MIC					2020-09-16	2020-09-16	CLO_CA3002AA	Assembled	652	786167	4016273	Clostridioides difficile;100.0%	28	6305	CLO_EA6193AA_AS	4.1
CLO_CA3003AA	103099-001-032	traces-0VwshOf;ILLUMINA;Paired;;NA;Uploaded				2006				Europe	Netherlands							ExpBac MM LUMC	10	0.125 MIC					2020-09-16	2020-09-16	CLO_CA3003AA	Assembled	431	533055	4162897	Clostridioides difficile;100.0%	59	7475	CLO_EA6194AA_AS	4.1
CLO_CA3004AA	103099-001-033	traces-0EeIGdO;ILLUMINA;Paired;;NA;Uploaded				2006				Europe	Netherlands							ExpBac MM LUMC	10	0.125 MIC					2020-09-16	2020-09-16	CLO_CA3004AA	Assembled	379	639896	4157805	Clostridioides difficile;90.91%	39	13323	CLO_EA6195AA_AS	4.1
CLO_CA3005AA	103099-001-034	traces-0doVuDh;ILLUMINA;Paired;;NA;Uploaded				2017				Europe	Netherlands							ExpBac MM LUMC	10	>8 MIC					2020-09-16	2020-09-16	CLO_CA3005AA	Assembled	564	651370	4228635	Clostridioides difficile;89.47%	72	25825	CLO_EA6196AA_AS	4.1
CLO_CA3006AA	103099-001-035	traces-0ZyFZNB;ILLUMINA;Paired;;NA;Uploaded				2017				Europe	Netherlands							ExpBac MM LUMC	10	>8 MIC					2020-09-16	2020-09-16	CLO_CA3006AA	Assembled	367	651382	4228273	Clostridioides difficile;92.31%	73	56114	CLO_EA6197AA_AS	4.1
CLO_CA3007AA	103099-001-036	traces-0ZTXOrV;ILLUMINA;Paired;;NA;Uploaded				2017				Europe	Netherlands							ExpBac MM LUMC	10	>8 MIC					2020-09-16	2020-09-16	CLO_CA3007AA	Assembled	398	651559	4228133	Clostridioides difficile;88.89%	75	57469	CLO_EA6198AA_AS	4.1
CLO_CA3008AA	103099-001-037	traces-0mWUhXK;ILLUMINA;Paired;;NA;Uploaded				2017				Europe	Netherlands							ExpBac MM LUMC	10	>8 MIC					2020-09-16	2020-09-16	CLO_CA3008AA	Assembled	339	651412	4228348	Clostridioides difficile;91.66%	73	57643	CLO_EA6199AA_AS	4.1
CLO_CA3009AA	103099-001-038	traces-0mdEaQZ;ILLUMINA;Paired;;NA;Uploaded				2017				Europe	Netherlands							ExpBac MM LUMC	10	>8 MIC					2020-09-16	2020-09-16	CLO_CA3009AA	Assembled	279	648752	4242374	Clostridioides difficile;91.67%	76	56693	CLO_EA6200AA_AS	4.1
CLO_CA3010AA	103099-001-039	traces-0uhvtyk;ILLUMINA;Paired;;NA;Uploaded				2017				Europe	Netherlands							ExpBac MM LUMC	10	>8 MIC					2020-09-16	2020-09-16	CLO_CA3010AA	Assembled	367	536528	4229183	Clostridioides difficile;91.68%	71	49870	CLO_EA6201AA_AS	4.1
CLO_CA3011AA	103099-001-040	traces-0wTLVYO;ILLUMINA;Paired;;NA;Uploaded				2017				Europe	Netherlands							ExpBac MM LUMC	10	>8 MIC					2020-09-16	2020-09-16	CLO_CA3011AA	Assembled	433	536528	4227961	Clostridioides difficile;92.11%	68	49474	CLO_EA6202AA_AS	4.1
CLO_CA3012AA	103634-001-021	traces-0XZhekZ;ILLUMINA;Paired;;NA;Uploaded				2012				Europe	Netherlands							ExpBac MM LUMC	10	4					2020-09-16	2020-09-16	CLO_CA3012AA	Assembled	437	546944	4154600	Clostridioides difficile;96.67%	52	39477	CLO_EA6203AA_AS	4.1
CLO_CA3013AA	103634-001-022	traces-0KrLBYS;ILLUMINA;Paired;;NA;Uploaded				2014				Europe	Netherlands							ExpBac MM LUMC	10	4 MIC					2020-09-16	2020-09-16	CLO_CA3013AA	Assembled	468	537227	4152813	Clostridioides difficile;93.55%	56	39886	CLO_EA6204AA_AS	4.1
CLO_CA3014AA	103634-001-024	traces-0dYyocA;ILLUMINA;Paired;;NA;Uploaded				2014				Europe	Czechia							ExpBac MM LUMC	10	>8 MIC					2020-09-16	2020-09-16	CLO_CA3014AA	Assembled	406	537062	4198674	Clostridioides difficile;91.9%	71	58012	CLO_EA6205AA_AS	4.1
CLO_CA5038AA	BfR-CL-00201	traces-0fJVkaP;ILLUMINA;Paired;;NA;Uploaded								Europe	Germany							BfR	10						2021-01-14	2021-01-14	CLO_CA5038AA	Assembled	223	547274	4203897	Clostridioides difficile;96.77%	61	39895	CLO_EA8338AA_AS	4.1
CLO_CA7614AA	SMG-21-1776	traces-0smPeDT;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	9			Europe	United Kingdom	Scotland						SSSCDRL	10						2021-10-11	2021-10-11	CLO_CA7614AA	Assembled	173	539085	4467893	Clostridioides difficile;96.67%	52	39840	CLO_FA2616AA_AS	4.1
CLO_CA8134AA	SMG-21-2293	traces-0QNvunp;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Feline	Felis catus	2021	12			Europe	United Kingdom	Scotland						SSSCDRL	10						2022-01-05	2022-01-05	CLO_CA8134AA	Assembled	145	398245	4267272	Clostridioides difficile;94.88%	78	40237	CLO_FA3262AA_AS	4.1
CLO_CA8406AA	SMG-22-197	traces-0PTziZA;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	2			Europe	United Kingdom	Scotland						D. Brown (Scotland)	10						2022-02-22	2022-02-22	CLO_CA8406AA	Assembled	281	547274	4165067	Clostridioides difficile;100.0%	54	5964	CLO_FA3496AA_AS	4.1
CLO_CA9945AA	VPT_142	traces-0qKHXug;ILLUMINA;Paired;;NA;Uploaded	Human	Human	100401													GareyLab	10	28					2022-08-22	2023-08-29	CLO_CA9945AA	Assembled	1416	485706	4034107	Clostridioides difficile;100.0%	46	8451	CLO_FA5168AA_AS	4.1
CLO_CA9964AA	VPT_224	traces-0PCZoee;ILLUMINA;Paired;;NA;Uploaded	Human	Human	200609													GareyLab	10	28					2022-08-22	2023-08-29	CLO_CA9964AA	Assembled	1691	786154	4003834	Clostridioides difficile;100.0%	31	6633	CLO_FA5187AA_AS	4.1
CLO_DA0029AA	D19MD193	traces-0XLyYYb;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-D					2022-09-01	2023-09-08	CLO_DA0029AA	Assembled	205	397962	4272780	Clostridioides difficile;97.22%	69	1814	CLO_FA5248AA_AS	4.1
CLO_DA0032AA	D19MD203	traces-0fzFAyR;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-P					2022-09-01	2023-09-08	CLO_DA0032AA	Assembled	205	681181	4271878	Clostridioides difficile;94.88%	66	1587	CLO_FA5251AA_AS	4.1
CLO_DA0045AA	D19MD198	traces-0ejILWH;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-D					2022-09-01	2023-09-08	CLO_DA0045AA	Assembled	206	398068	4273299	Clostridioides difficile;94.43%	70	1718	CLO_FA5264AA_AS	4.1
CLO_DA0067AA	D19MD222	traces-0VwAAZI;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-S					2022-09-01	2023-09-08	CLO_DA0067AA	Assembled	205	473137	4271774	Clostridioides difficile;94.6%	63	1741	CLO_FA5290AA_AS	4.1
CLO_DA0071AA	D19MD267	traces-0FmNbyU;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-D					2022-09-01	2023-09-08	CLO_DA0071AA	Assembled	206	398068	4272366	Clostridioides difficile;97.22%	65	1962	CLO_FA5294AA_AS	4.1
CLO_DA0073AA	D19MD273	traces-0oLuwOG;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-D					2022-09-01	2023-09-08	CLO_DA0073AA	Assembled	205	473356	4274108	Clostridioides difficile;97.14%	66	1971	CLO_FA5296AA_AS	4.1
CLO_DA0076AA	D19MD300	traces-0HoPkRQ;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-S					2022-09-02	2023-09-09	CLO_DA0076AA	Assembled	205	398056	4272914	Clostridioides difficile;95.13%	72	1706	CLO_FA5299AA_AS	4.1
CLO_DA0077AA	D19MD291	traces-0aMIdsZ;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-L					2022-09-02	2023-09-09	CLO_DA0077AA	Assembled	203	684025	4294294	Clostridioides difficile;97.06%	58	1856	CLO_FA5300AA_AS	4.1
CLO_DA0078AA	D19MD278	traces-0sxJgdp;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-P					2022-09-02	2023-09-09	CLO_DA0078AA	Assembled	207	680918	4272608	Clostridioides difficile;96.97%	64	1445	CLO_FA5301AA_AS	4.1
CLO_DA0079AA	D19MD282	traces-0QjipDT;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-P					2022-09-02	2023-09-09	CLO_DA0079AA	Assembled	204	473299	4273846	Clostridioides difficile;94.73%	66	1793	CLO_FA5302AA_AS	4.1
CLO_DA0080AA	D19MD287	traces-0xTNsrS;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-L					2022-09-02	2023-09-09	CLO_DA0080AA	Assembled	204	681457	4272426	Clostridioides difficile;94.29%	65	1566	CLO_FA5303AA_AS	4.1
CLO_DA0093AA	D19MD418	traces-0lbXXzj;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-D					2022-09-05	2023-09-12	CLO_DA0093AA	Assembled	203	679837	4272030	Clostridioides difficile;94.29%	64	2067	CLO_FA5316AA_AS	4.1
CLO_DA0099AA	D19MD366	traces-0Njeeld;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-L					2022-09-06	2023-09-13	CLO_DA0099AA	Assembled	206	681184	4273962	Clostridioides difficile;91.9%	73	2203	CLO_FA5322AA_AS	4.1
CLO_DA0100AA	D19MD372	traces-0erXfKz;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-L					2022-09-06	2023-09-13	CLO_DA0100AA	Assembled	205	398146	4273002	Clostridioides difficile;92.11%	65	2404	CLO_FA5323AA_AS	4.1
